ElectionName,PrecinctNumber,WardNumber,Party,Votes
General Election,20,1,REP,28
General Election,20,1,REP,33
General Election,20,1,REP,43
General Election,20,1,LIB,3
General Election,20,1,LIB,21
General Election,20,1,LIB,9
General Election,20,1,IND,1
General Election,20,1,IND,0
General Election,20,1,IND,6
General Election,20,1,IND,11
General Election,20,1,IND,5
General Election,20,1,IND,11
General Election,20,1,IND,27
General Election,20,1,IND,19
General Election,20,1,IND,25
General Election,20,1,IND,7
General Election,20,1,IND,18
General Election,20,1,IND,6
General Election,20,1,IND,4
General Election,20,1,IND,2
General Election,20,1,IND,40
General Election,20,1,IND,145
General Election,20,1,IND,1
General Election,20,1,IND,26
General Election,20,1,IND,158
General Election,20,1,IND,198
General Election,20,1,IND,6
General Election,20,1,IND,130
General Election,20,1,IND,16
General Election,20,1,IND,9
General Election,20,1,IND,3
General Election,20,1,IND,12
General Election,20,1,IND,39
General Election,20,1,DEM,744
General Election,20,1,DEM,665
General Election,20,1,DEM,315
General Election,20,1,DEM,592
General Election,20,1,DEM,576
General Election,22,1,REP,207
General Election,22,1,REP,262
General Election,22,1,REP,337
General Election,22,1,LIB,25
General Election,22,1,LIB,160
General Election,22,1,LIB,103
General Election,22,1,IND,4
General Election,22,1,IND,4
General Election,22,1,IND,84
General Election,22,1,IND,74
General Election,22,1,IND,22
General Election,22,1,IND,73
General Election,22,1,IND,240
General Election,22,1,IND,77
General Election,22,1,IND,72
General Election,22,1,IND,15
General Election,22,1,IND,79
General Election,22,1,IND,8
General Election,22,1,IND,41
General Election,22,1,IND,27
General Election,22,1,IND,203
General Election,22,1,IND,824
General Election,22,1,IND,15
General Election,22,1,IND,96
General Election,22,1,IND,283
General Election,22,1,IND,1305
General Election,22,1,IND,69
General Election,22,1,IND,1021
General Election,22,1,IND,40
General Election,22,1,IND,71
General Election,22,1,IND,15
General Election,22,1,IND,35
General Election,22,1,IND,327
General Election,22,1,DEM,3800
General Election,22,1,DEM,3293
General Election,22,1,DEM,1600
General Election,22,1,DEM,3040
General Election,22,1,DEM,2890
General Election,23,1,REP,113
General Election,23,1,REP,118
General Election,23,1,REP,151
General Election,23,1,LIB,13
General Election,23,1,LIB,81
General Election,23,1,LIB,43
General Election,23,1,IND,1
General Election,23,1,IND,5
General Election,23,1,IND,40
General Election,23,1,IND,23
General Election,23,1,IND,64
General Election,23,1,IND,39
General Election,23,1,IND,748
General Election,23,1,IND,317
General Election,23,1,IND,81
General Election,23,1,IND,13
General Election,23,1,IND,406
General Election,23,1,IND,188
General Election,23,1,IND,24
General Election,23,1,IND,38
General Election,23,1,IND,15
General Election,23,1,IND,69
General Election,23,1,IND,16
General Election,23,1,IND,34
General Election,23,1,IND,72
General Election,23,1,IND,154
General Election,23,1,IND,35
General Election,23,1,IND,21
General Election,23,1,IND,36
General Election,23,1,IND,35
General Election,23,1,IND,671
General Election,23,1,IND,58
General Election,23,1,IND,177
General Election,23,1,DEM,2587
General Election,23,1,DEM,2234
General Election,23,1,DEM,1134
General Election,23,1,DEM,2092
General Election,23,1,DEM,2027
General Election,24,1,REP,130
General Election,24,1,REP,150
General Election,24,1,REP,199
General Election,24,1,LIB,16
General Election,24,1,LIB,98
General Election,24,1,LIB,61
General Election,24,1,IND,2
General Election,24,1,IND,9
General Election,24,1,IND,40
General Election,24,1,IND,66
General Election,24,1,IND,18
General Election,24,1,IND,37
General Election,24,1,IND,188
General Election,24,1,IND,73
General Election,24,1,IND,29
General Election,24,1,IND,15
General Election,24,1,IND,44
General Election,24,1,IND,11
General Election,24,1,IND,72
General Election,24,1,IND,15
General Election,24,1,IND,161
General Election,24,1,IND,453
General Election,24,1,IND,8
General Election,24,1,IND,77
General Election,24,1,IND,176
General Election,24,1,IND,847
General Election,24,1,IND,71
General Election,24,1,IND,829
General Election,24,1,IND,18
General Election,24,1,IND,34
General Election,24,1,IND,10
General Election,24,1,IND,29
General Election,24,1,IND,214
General Election,24,1,DEM,2624
General Election,24,1,DEM,2262
General Election,24,1,DEM,1112
General Election,24,1,DEM,2039
General Election,24,1,DEM,1994
General Election,25,1,REP,195
General Election,25,1,REP,247
General Election,25,1,REP,312
General Election,25,1,LIB,29
General Election,25,1,LIB,159
General Election,25,1,LIB,97
General Election,25,1,IND,3
General Election,25,1,IND,6
General Election,25,1,IND,56
General Election,25,1,IND,30
General Election,25,1,IND,76
General Election,25,1,IND,65
General Election,25,1,IND,1341
General Election,25,1,IND,213
General Election,25,1,IND,89
General Election,25,1,IND,14
General Election,25,1,IND,919
General Election,25,1,IND,247
General Election,25,1,IND,34
General Election,25,1,IND,45
General Election,25,1,IND,9
General Election,25,1,IND,68
General Election,25,1,IND,15
General Election,25,1,IND,49
General Election,25,1,IND,96
General Election,25,1,IND,269
General Election,25,1,IND,35
General Election,25,1,IND,18
General Election,25,1,IND,65
General Election,25,1,IND,25
General Election,25,1,IND,1394
General Election,25,1,IND,111
General Election,25,1,IND,324
General Election,25,1,DEM,4033
General Election,25,1,DEM,3447
General Election,25,1,DEM,1557
General Election,25,1,DEM,3090
General Election,25,1,DEM,2916
General Election,35,1,REP,126
General Election,35,1,REP,113
General Election,35,1,REP,182
General Election,35,1,LIB,13
General Election,35,1,LIB,65
General Election,35,1,LIB,44
General Election,35,1,IND,2
General Election,35,1,IND,10
General Election,35,1,IND,76
General Election,35,1,IND,20
General Election,35,1,IND,63
General Election,35,1,IND,45
General Election,35,1,IND,1012
General Election,35,1,IND,262
General Election,35,1,IND,136
General Election,35,1,IND,15
General Election,35,1,IND,528
General Election,35,1,IND,236
General Election,35,1,IND,35
General Election,35,1,IND,58
General Election,35,1,IND,10
General Election,35,1,IND,71
General Election,35,1,IND,14
General Election,35,1,IND,40
General Election,35,1,IND,88
General Election,35,1,IND,235
General Election,35,1,IND,38
General Election,35,1,IND,12
General Election,35,1,IND,42
General Election,35,1,IND,30
General Election,35,1,IND,1248
General Election,35,1,IND,83
General Election,35,1,IND,243
General Election,35,1,DEM,3310
General Election,35,1,DEM,2858
General Election,35,1,DEM,1309
General Election,35,1,DEM,2543
General Election,35,1,DEM,2500
General Election,36,1,REP,180
General Election,36,1,REP,146
General Election,36,1,REP,207
General Election,36,1,LIB,20
General Election,36,1,LIB,79
General Election,36,1,LIB,51
General Election,36,1,IND,6
General Election,36,1,IND,12
General Election,36,1,IND,50
General Election,36,1,IND,74
General Election,36,1,IND,37
General Election,36,1,IND,71
General Election,36,1,IND,263
General Election,36,1,IND,89
General Election,36,1,IND,44
General Election,36,1,IND,25
General Election,36,1,IND,92
General Election,36,1,IND,19
General Election,36,1,IND,51
General Election,36,1,IND,36
General Election,36,1,IND,260
General Election,36,1,IND,560
General Election,36,1,IND,17
General Election,36,1,IND,163
General Election,36,1,IND,526
General Election,36,1,IND,947
General Election,36,1,IND,74
General Election,36,1,IND,960
General Election,36,1,IND,47
General Election,36,1,IND,56
General Election,36,1,IND,24
General Election,36,1,IND,27
General Election,36,1,IND,252
General Election,36,1,DEM,3655
General Election,36,1,DEM,3247
General Election,36,1,DEM,1590
General Election,36,1,DEM,2965
General Election,36,1,DEM,2914
General Election,37,1,REP,87
General Election,37,1,REP,101
General Election,37,1,REP,136
General Election,37,1,LIB,12
General Election,37,1,LIB,74
General Election,37,1,LIB,44
General Election,37,1,IND,4
General Election,37,1,IND,4
General Election,37,1,IND,33
General Election,37,1,IND,23
General Election,37,1,IND,58
General Election,37,1,IND,22
General Election,37,1,IND,782
General Election,37,1,IND,391
General Election,37,1,IND,65
General Election,37,1,IND,15
General Election,37,1,IND,441
General Election,37,1,IND,161
General Election,37,1,IND,23
General Election,37,1,IND,35
General Election,37,1,IND,21
General Election,37,1,IND,58
General Election,37,1,IND,16
General Election,37,1,IND,33
General Election,37,1,IND,65
General Election,37,1,IND,129
General Election,37,1,IND,37
General Election,37,1,IND,13
General Election,37,1,IND,23
General Election,37,1,IND,42
General Election,37,1,IND,689
General Election,37,1,IND,59
General Election,37,1,IND,168
General Election,37,1,DEM,2670
General Election,37,1,DEM,2310
General Election,37,1,DEM,1146
General Election,37,1,DEM,2128
General Election,37,1,DEM,2069
General Election,38,1,REP,103
General Election,38,1,REP,82
General Election,38,1,REP,139
General Election,38,1,LIB,16
General Election,38,1,LIB,63
General Election,38,1,LIB,27
General Election,38,1,IND,2
General Election,38,1,IND,7
General Election,38,1,IND,30
General Election,38,1,IND,33
General Election,38,1,IND,21
General Election,38,1,IND,42
General Election,38,1,IND,161
General Election,38,1,IND,68
General Election,38,1,IND,29
General Election,38,1,IND,17
General Election,38,1,IND,42
General Election,38,1,IND,11
General Election,38,1,IND,34
General Election,38,1,IND,22
General Election,38,1,IND,168
General Election,38,1,IND,418
General Election,38,1,IND,8
General Election,38,1,IND,98
General Election,38,1,IND,363
General Election,38,1,IND,730
General Election,38,1,IND,72
General Election,38,1,IND,693
General Election,38,1,IND,34
General Election,38,1,IND,34
General Election,38,1,IND,15
General Election,38,1,IND,26
General Election,38,1,IND,161
General Election,38,1,DEM,2450
General Election,38,1,DEM,2165
General Election,38,1,DEM,1040
General Election,38,1,DEM,1921
General Election,38,1,DEM,1925
General Election,39,1,REP,123
General Election,39,1,REP,96
General Election,39,1,REP,157
General Election,39,1,LIB,9
General Election,39,1,LIB,72
General Election,39,1,LIB,36
General Election,39,1,IND,9
General Election,39,1,IND,14
General Election,39,1,IND,66
General Election,39,1,IND,21
General Election,39,1,IND,74
General Election,39,1,IND,38
General Election,39,1,IND,1029
General Election,39,1,IND,332
General Election,39,1,IND,151
General Election,39,1,IND,12
General Election,39,1,IND,550
General Election,39,1,IND,221
General Election,39,1,IND,27
General Election,39,1,IND,49
General Election,39,1,IND,10
General Election,39,1,IND,58
General Election,39,1,IND,12
General Election,39,1,IND,35
General Election,39,1,IND,81
General Election,39,1,IND,324
General Election,39,1,IND,20
General Election,39,1,IND,22
General Election,39,1,IND,48
General Election,39,1,IND,30
General Election,39,1,IND,1145
General Election,39,1,IND,73
General Election,39,1,IND,188
General Election,39,1,DEM,3314
General Election,39,1,DEM,2860
General Election,39,1,DEM,1273
General Election,39,1,DEM,2488
General Election,39,1,DEM,2436
General Election,40,1,REP,141
General Election,40,1,REP,109
General Election,40,1,REP,165
General Election,40,1,LIB,19
General Election,40,1,LIB,74
General Election,40,1,LIB,55
General Election,40,1,IND,5
General Election,40,1,IND,15
General Election,40,1,IND,47
General Election,40,1,IND,46
General Election,40,1,IND,23
General Election,40,1,IND,50
General Election,40,1,IND,266
General Election,40,1,IND,72
General Election,40,1,IND,51
General Election,40,1,IND,11
General Election,40,1,IND,75
General Election,40,1,IND,6
General Election,40,1,IND,43
General Election,40,1,IND,27
General Election,40,1,IND,220
General Election,40,1,IND,433
General Election,40,1,IND,9
General Election,40,1,IND,117
General Election,40,1,IND,255
General Election,40,1,IND,958
General Election,40,1,IND,90
General Election,40,1,IND,1270
General Election,40,1,IND,40
General Election,40,1,IND,42
General Election,40,1,IND,11
General Election,40,1,IND,31
General Election,40,1,IND,209
General Election,40,1,DEM,3034
General Election,40,1,DEM,2587
General Election,40,1,DEM,1198
General Election,40,1,DEM,2276
General Election,40,1,DEM,2255
General Election,41,1,REP,140
General Election,41,1,REP,113
General Election,41,1,REP,145
General Election,41,1,LIB,7
General Election,41,1,LIB,50
General Election,41,1,LIB,37
General Election,41,1,IND,5
General Election,41,1,IND,5
General Election,41,1,IND,70
General Election,41,1,IND,25
General Election,41,1,IND,84
General Election,41,1,IND,28
General Election,41,1,IND,726
General Election,41,1,IND,399
General Election,41,1,IND,133
General Election,41,1,IND,15
General Election,41,1,IND,348
General Election,41,1,IND,204
General Election,41,1,IND,20
General Election,41,1,IND,44
General Election,41,1,IND,13
General Election,41,1,IND,68
General Election,41,1,IND,18
General Election,41,1,IND,33
General Election,41,1,IND,87
General Election,41,1,IND,218
General Election,41,1,IND,26
General Election,41,1,IND,13
General Election,41,1,IND,26
General Election,41,1,IND,31
General Election,41,1,IND,892
General Election,41,1,IND,77
General Election,41,1,IND,182
General Election,41,1,DEM,2869
General Election,41,1,DEM,2489
General Election,41,1,DEM,1322
General Election,41,1,DEM,2327
General Election,41,1,DEM,2280
General Election,42,1,REP,57
General Election,42,1,REP,48
General Election,42,1,REP,63
General Election,42,1,LIB,10
General Election,42,1,LIB,32
General Election,42,1,LIB,20
General Election,42,1,IND,1
General Election,42,1,IND,5
General Election,42,1,IND,29
General Election,42,1,IND,32
General Election,42,1,IND,7
General Election,42,1,IND,24
General Election,42,1,IND,116
General Election,42,1,IND,52
General Election,42,1,IND,15
General Election,42,1,IND,4
General Election,42,1,IND,34
General Election,42,1,IND,3
General Election,42,1,IND,27
General Election,42,1,IND,7
General Election,42,1,IND,127
General Election,42,1,IND,272
General Election,42,1,IND,5
General Election,42,1,IND,50
General Election,42,1,IND,177
General Election,42,1,IND,482
General Election,42,1,IND,43
General Election,42,1,IND,503
General Election,42,1,IND,16
General Election,42,1,IND,21
General Election,42,1,IND,6
General Election,42,1,IND,19
General Election,42,1,IND,97
General Election,42,1,DEM,1525
General Election,42,1,DEM,1329
General Election,42,1,DEM,604
General Election,42,1,DEM,1258
General Election,42,1,DEM,1245
General Election,43,1,REP,44
General Election,43,1,REP,38
General Election,43,1,REP,50
General Election,43,1,LIB,7
General Election,43,1,LIB,25
General Election,43,1,LIB,12
General Election,43,1,IND,1
General Election,43,1,IND,9
General Election,43,1,IND,17
General Election,43,1,IND,8
General Election,43,1,IND,22
General Election,43,1,IND,15
General Election,43,1,IND,410
General Election,43,1,IND,278
General Election,43,1,IND,51
General Election,43,1,IND,7
General Election,43,1,IND,221
General Election,43,1,IND,110
General Election,43,1,IND,13
General Election,43,1,IND,9
General Election,43,1,IND,11
General Election,43,1,IND,32
General Election,43,1,IND,10
General Election,43,1,IND,12
General Election,43,1,IND,52
General Election,43,1,IND,77
General Election,43,1,IND,19
General Election,43,1,IND,9
General Election,43,1,IND,16
General Election,43,1,IND,22
General Election,43,1,IND,391
General Election,43,1,IND,32
General Election,43,1,IND,77
General Election,43,1,DEM,1477
General Election,43,1,DEM,1337
General Election,43,1,DEM,686
General Election,43,1,DEM,1212
General Election,43,1,DEM,1171
General Election,137,1,REP,51
General Election,137,1,REP,55
General Election,137,1,REP,77
General Election,137,1,LIB,5
General Election,137,1,LIB,31
General Election,137,1,LIB,11
General Election,137,1,IND,0
General Election,137,1,IND,3
General Election,137,1,IND,19
General Election,137,1,IND,9
General Election,137,1,IND,25
General Election,137,1,IND,15
General Election,137,1,IND,298
General Election,137,1,IND,102
General Election,137,1,IND,23
General Election,137,1,IND,6
General Election,137,1,IND,238
General Election,137,1,IND,58
General Election,137,1,IND,11
General Election,137,1,IND,7
General Election,137,1,IND,6
General Election,137,1,IND,21
General Election,137,1,IND,7
General Election,137,1,IND,38
General Election,137,1,IND,18
General Election,137,1,IND,44
General Election,137,1,IND,13
General Election,137,1,IND,7
General Election,137,1,IND,11
General Election,137,1,IND,5
General Election,137,1,IND,217
General Election,137,1,IND,19
General Election,137,1,IND,77
General Election,137,1,DEM,949
General Election,137,1,DEM,812
General Election,137,1,DEM,389
General Election,137,1,DEM,771
General Election,137,1,DEM,734
General Election,2,2,REP,33
General Election,2,2,REP,34
General Election,2,2,REP,46
General Election,2,2,LIB,3
General Election,2,2,LIB,19
General Election,2,2,LIB,14
General Election,2,2,IND,0
General Election,2,2,IND,2
General Election,2,2,IND,11
General Election,2,2,IND,12
General Election,2,2,IND,5
General Election,2,2,IND,8
General Election,2,2,IND,20
General Election,2,2,IND,14
General Election,2,2,IND,2
General Election,2,2,IND,3
General Election,2,2,IND,20
General Election,2,2,IND,2
General Election,2,2,IND,8
General Election,2,2,IND,3
General Election,2,2,IND,34
General Election,2,2,IND,55
General Election,2,2,IND,1
General Election,2,2,IND,15
General Election,2,2,IND,18
General Election,2,2,IND,88
General Election,2,2,IND,8
General Election,2,2,IND,72
General Election,2,2,IND,7
General Election,2,2,IND,3
General Election,2,2,IND,4
General Election,2,2,IND,3
General Election,2,2,IND,69
General Election,2,2,IND,28
General Election,2,2,IND,37
General Election,2,2,DEM,364
General Election,2,2,DEM,294
General Election,2,2,DEM,161
General Election,2,2,DEM,254
General Election,2,2,DEM,272
General Election,2,2,DEM,290
General Election,3,2,REP,235
General Election,3,2,REP,217
General Election,3,2,REP,257
General Election,3,2,LIB,11
General Election,3,2,LIB,102
General Election,3,2,LIB,57
General Election,3,2,IND,2
General Election,3,2,IND,5
General Election,3,2,IND,19
General Election,3,2,IND,19
General Election,3,2,IND,64
General Election,3,2,IND,50
General Election,3,2,IND,430
General Election,3,2,IND,122
General Election,3,2,IND,26
General Election,3,2,IND,11
General Election,3,2,IND,343
General Election,3,2,IND,66
General Election,3,2,IND,18
General Election,3,2,IND,15
General Election,3,2,IND,6
General Election,3,2,IND,36
General Election,3,2,IND,9
General Election,3,2,IND,16
General Election,3,2,IND,25
General Election,3,2,IND,75
General Election,3,2,IND,18
General Election,3,2,IND,6
General Election,3,2,IND,43
General Election,3,2,IND,14
General Election,3,2,IND,257
General Election,3,2,IND,24
General Election,3,2,IND,110
General Election,3,2,IND,234
General Election,3,2,IND,170
General Election,3,2,DEM,1460
General Election,3,2,DEM,1237
General Election,3,2,DEM,631
General Election,3,2,DEM,1101
General Election,3,2,DEM,1042
General Election,3,2,DEM,1003
General Election,4,2,REP,267
General Election,4,2,REP,290
General Election,4,2,REP,353
General Election,4,2,LIB,25
General Election,4,2,LIB,151
General Election,4,2,LIB,80
General Election,4,2,IND,0
General Election,4,2,IND,3
General Election,4,2,IND,76
General Election,4,2,IND,66
General Election,4,2,IND,23
General Election,4,2,IND,38
General Election,4,2,IND,132
General Election,4,2,IND,38
General Election,4,2,IND,26
General Election,4,2,IND,22
General Election,4,2,IND,45
General Election,4,2,IND,7
General Election,4,2,IND,19
General Election,4,2,IND,20
General Election,4,2,IND,90
General Election,4,2,IND,490
General Election,4,2,IND,25
General Election,4,2,IND,50
General Election,4,2,IND,108
General Election,4,2,IND,619
General Election,4,2,IND,32
General Election,4,2,IND,380
General Election,4,2,IND,22
General Election,4,2,IND,54
General Election,4,2,IND,14
General Election,4,2,IND,35
General Election,4,2,IND,426
General Election,4,2,IND,149
General Election,4,2,IND,267
General Election,4,2,DEM,2060
General Election,4,2,DEM,1719
General Election,4,2,DEM,908
General Election,4,2,DEM,1519
General Election,4,2,DEM,1559
General Election,4,2,DEM,1524
General Election,5,2,REP,347
General Election,5,2,REP,343
General Election,5,2,REP,432
General Election,5,2,LIB,27
General Election,5,2,LIB,192
General Election,5,2,LIB,90
General Election,5,2,IND,2
General Election,5,2,IND,4
General Election,5,2,IND,59
General Election,5,2,IND,20
General Election,5,2,IND,62
General Election,5,2,IND,77
General Election,5,2,IND,670
General Election,5,2,IND,200
General Election,5,2,IND,51
General Election,5,2,IND,20
General Election,5,2,IND,819
General Election,5,2,IND,66
General Election,5,2,IND,28
General Election,5,2,IND,14
General Election,5,2,IND,1
General Election,5,2,IND,46
General Election,5,2,IND,11
General Election,5,2,IND,27
General Election,5,2,IND,19
General Election,5,2,IND,114
General Election,5,2,IND,29
General Election,5,2,IND,14
General Election,5,2,IND,66
General Election,5,2,IND,12
General Election,5,2,IND,291
General Election,5,2,IND,29
General Election,5,2,IND,116
General Election,5,2,IND,345
General Election,5,2,IND,286
General Election,5,2,DEM,2208
General Election,5,2,DEM,1871
General Election,5,2,DEM,826
General Election,5,2,DEM,1802
General Election,5,2,DEM,1603
General Election,5,2,DEM,1480
General Election,6,2,REP,350
General Election,6,2,REP,346
General Election,6,2,REP,458
General Election,6,2,LIB,32
General Election,6,2,LIB,161
General Election,6,2,LIB,73
General Election,6,2,IND,7
General Election,6,2,IND,1
General Election,6,2,IND,89
General Election,6,2,IND,72
General Election,6,2,IND,22
General Election,6,2,IND,47
General Election,6,2,IND,108
General Election,6,2,IND,38
General Election,6,2,IND,25
General Election,6,2,IND,13
General Election,6,2,IND,53
General Election,6,2,IND,9
General Election,6,2,IND,21
General Election,6,2,IND,25
General Election,6,2,IND,88
General Election,6,2,IND,708
General Election,6,2,IND,20
General Election,6,2,IND,57
General Election,6,2,IND,207
General Election,6,2,IND,584
General Election,6,2,IND,37
General Election,6,2,IND,373
General Election,6,2,IND,23
General Election,6,2,IND,55
General Election,6,2,IND,16
General Election,6,2,IND,37
General Election,6,2,IND,294
General Election,6,2,IND,135
General Election,6,2,IND,304
General Election,6,2,DEM,2185
General Election,6,2,DEM,1815
General Election,6,2,DEM,809
General Election,6,2,DEM,1776
General Election,6,2,DEM,1553
General Election,6,2,DEM,1487
General Election,13,2,REP,147
General Election,13,2,REP,166
General Election,13,2,REP,203
General Election,13,2,LIB,16
General Election,13,2,LIB,83
General Election,13,2,LIB,37
General Election,13,2,IND,2
General Election,13,2,IND,6
General Election,13,2,IND,21
General Election,13,2,IND,13
General Election,13,2,IND,36
General Election,13,2,IND,52
General Election,13,2,IND,463
General Election,13,2,IND,94
General Election,13,2,IND,26
General Election,13,2,IND,1
General Election,13,2,IND,446
General Election,13,2,IND,69
General Election,13,2,IND,6
General Election,13,2,IND,9
General Election,13,2,IND,3
General Election,13,2,IND,25
General Election,13,2,IND,7
General Election,13,2,IND,16
General Election,13,2,IND,12
General Election,13,2,IND,55
General Election,13,2,IND,21
General Election,13,2,IND,6
General Election,13,2,IND,39
General Election,13,2,IND,12
General Election,13,2,IND,332
General Election,13,2,IND,14
General Election,13,2,IND,72
General Election,13,2,IND,278
General Election,13,2,IND,150
General Election,13,2,DEM,1334
General Election,13,2,DEM,1141
General Election,13,2,DEM,519
General Election,13,2,DEM,1002
General Election,13,2,DEM,975
General Election,13,2,DEM,923
General Election,14,2,REP,258
General Election,14,2,REP,245
General Election,14,2,REP,325
General Election,14,2,LIB,34
General Election,14,2,LIB,156
General Election,14,2,LIB,87
General Election,14,2,IND,3
General Election,14,2,IND,7
General Election,14,2,IND,68
General Election,14,2,IND,82
General Election,14,2,IND,30
General Election,14,2,IND,47
General Election,14,2,IND,138
General Election,14,2,IND,41
General Election,14,2,IND,41
General Election,14,2,IND,16
General Election,14,2,IND,78
General Election,14,2,IND,12
General Election,14,2,IND,32
General Election,14,2,IND,25
General Election,14,2,IND,142
General Election,14,2,IND,605
General Election,14,2,IND,10
General Election,14,2,IND,80
General Election,14,2,IND,185
General Election,14,2,IND,894
General Election,14,2,IND,58
General Election,14,2,IND,694
General Election,14,2,IND,17
General Election,14,2,IND,71
General Election,14,2,IND,16
General Election,14,2,IND,30
General Election,14,2,IND,646
General Election,14,2,IND,225
General Election,14,2,IND,293
General Election,14,2,DEM,2719
General Election,14,2,DEM,2323
General Election,14,2,DEM,1177
General Election,14,2,DEM,1818
General Election,14,2,DEM,2089
General Election,14,2,DEM,2047
General Election,15,2,REP,170
General Election,15,2,REP,199
General Election,15,2,REP,245
General Election,15,2,LIB,23
General Election,15,2,LIB,105
General Election,15,2,LIB,63
General Election,15,2,IND,3
General Election,15,2,IND,7
General Election,15,2,IND,41
General Election,15,2,IND,14
General Election,15,2,IND,74
General Election,15,2,IND,71
General Election,15,2,IND,1001
General Election,15,2,IND,144
General Election,15,2,IND,68
General Election,15,2,IND,7
General Election,15,2,IND,624
General Election,15,2,IND,170
General Election,15,2,IND,15
General Election,15,2,IND,30
General Election,15,2,IND,8
General Election,15,2,IND,63
General Election,15,2,IND,14
General Election,15,2,IND,51
General Election,15,2,IND,54
General Election,15,2,IND,170
General Election,15,2,IND,28
General Election,15,2,IND,21
General Election,15,2,IND,34
General Election,15,2,IND,20
General Election,15,2,IND,822
General Election,15,2,IND,76
General Election,15,2,IND,205
General Election,15,2,IND,823
General Election,15,2,IND,252
General Election,15,2,DEM,2924
General Election,15,2,DEM,2526
General Election,15,2,DEM,1242
General Election,15,2,DEM,1812
General Election,15,2,DEM,2247
General Election,15,2,DEM,2179
General Election,16,2,REP,211
General Election,16,2,REP,259
General Election,16,2,REP,311
General Election,16,2,LIB,35
General Election,16,2,LIB,156
General Election,16,2,LIB,93
General Election,16,2,IND,4
General Election,16,2,IND,3
General Election,16,2,IND,57
General Election,16,2,IND,57
General Election,16,2,IND,27
General Election,16,2,IND,49
General Election,16,2,IND,169
General Election,16,2,IND,49
General Election,16,2,IND,93
General Election,16,2,IND,11
General Election,16,2,IND,58
General Election,16,2,IND,8
General Election,16,2,IND,15
General Election,16,2,IND,16
General Election,16,2,IND,144
General Election,16,2,IND,846
General Election,16,2,IND,19
General Election,16,2,IND,80
General Election,16,2,IND,215
General Election,16,2,IND,1119
General Election,16,2,IND,47
General Election,16,2,IND,745
General Election,16,2,IND,19
General Election,16,2,IND,70
General Election,16,2,IND,20
General Election,16,2,IND,35
General Election,16,2,IND,785
General Election,16,2,IND,188
General Election,16,2,IND,275
General Election,16,2,DEM,3273
General Election,16,2,DEM,2834
General Election,16,2,DEM,1315
General Election,16,2,DEM,2204
General Election,16,2,DEM,2558
General Election,16,2,DEM,2448
General Election,17,2,REP,316
General Election,17,2,REP,337
General Election,17,2,REP,463
General Election,17,2,LIB,32
General Election,17,2,LIB,232
General Election,17,2,LIB,140
General Election,17,2,IND,8
General Election,17,2,IND,4
General Election,17,2,IND,52
General Election,17,2,IND,49
General Election,17,2,IND,90
General Election,17,2,IND,87
General Election,17,2,IND,1193
General Election,17,2,IND,352
General Election,17,2,IND,131
General Election,17,2,IND,24
General Election,17,2,IND,798
General Election,17,2,IND,220
General Election,17,2,IND,30
General Election,17,2,IND,38
General Election,17,2,IND,17
General Election,17,2,IND,98
General Election,17,2,IND,25
General Election,17,2,IND,89
General Election,17,2,IND,84
General Election,17,2,IND,250
General Election,17,2,IND,48
General Election,17,2,IND,25
General Election,17,2,IND,69
General Election,17,2,IND,39
General Election,17,2,IND,885
General Election,17,2,IND,89
General Election,17,2,IND,354
General Election,17,2,IND,901
General Election,17,2,IND,395
General Election,17,2,DEM,4149
General Election,17,2,DEM,3568
General Election,17,2,DEM,1864
General Election,17,2,DEM,2711
General Election,17,2,DEM,3251
General Election,17,2,DEM,3156
General Election,129,2,REP,239
General Election,129,2,REP,254
General Election,129,2,REP,321
General Election,129,2,LIB,21
General Election,129,2,LIB,142
General Election,129,2,LIB,90
General Election,129,2,IND,2
General Election,129,2,IND,3
General Election,129,2,IND,49
General Election,129,2,IND,23
General Election,129,2,IND,57
General Election,129,2,IND,59
General Election,129,2,IND,739
General Election,129,2,IND,156
General Election,129,2,IND,51
General Election,129,2,IND,15
General Election,129,2,IND,542
General Election,129,2,IND,141
General Election,129,2,IND,24
General Election,129,2,IND,12
General Election,129,2,IND,8
General Election,129,2,IND,48
General Election,129,2,IND,9
General Election,129,2,IND,96
General Election,129,2,IND,41
General Election,129,2,IND,113
General Election,129,2,IND,26
General Election,129,2,IND,9
General Election,129,2,IND,48
General Election,129,2,IND,19
General Election,129,2,IND,492
General Election,129,2,IND,44
General Election,129,2,IND,474
General Election,129,2,IND,211
General Election,129,2,IND,236
General Election,129,2,DEM,2438
General Election,129,2,DEM,2083
General Election,129,2,DEM,1117
General Election,129,2,DEM,1699
General Election,129,2,DEM,1941
General Election,129,2,DEM,1916
General Election,141,2,REP,134
General Election,141,2,REP,161
General Election,141,2,REP,229
General Election,141,2,LIB,20
General Election,141,2,LIB,102
General Election,141,2,LIB,56
General Election,141,2,IND,2
General Election,141,2,IND,3
General Election,141,2,IND,23
General Election,141,2,IND,16
General Election,141,2,IND,53
General Election,141,2,IND,61
General Election,141,2,IND,838
General Election,141,2,IND,155
General Election,141,2,IND,55
General Election,141,2,IND,13
General Election,141,2,IND,589
General Election,141,2,IND,145
General Election,141,2,IND,14
General Election,141,2,IND,22
General Election,141,2,IND,17
General Election,141,2,IND,54
General Election,141,2,IND,8
General Election,141,2,IND,47
General Election,141,2,IND,43
General Election,141,2,IND,121
