ElectionName,PrecinctNumber,WardNumber,Party,Votes
General Election,99,7,IND,46
General Election,99,7,IND,68
General Election,99,7,IND,18
General Election,99,7,IND,47
General Election,99,7,DEM,1195
General Election,99,7,DEM,1118
General Election,99,7,DEM,600
General Election,99,7,DEM,1070
General Election,99,7,DEM,1005
General Election,99,7,DEM,970
General Election,100,7,REP,53
General Election,100,7,REP,28
General Election,100,7,REP,43
General Election,100,7,LIB,5
General Election,100,7,LIB,14
General Election,100,7,LIB,9
General Election,100,7,IND,9
General Election,100,7,IND,5
General Election,100,7,IND,5
General Election,100,7,IND,29
General Election,100,7,IND,15
General Election,100,7,IND,20
General Election,100,7,IND,29
General Election,100,7,IND,38
General Election,100,7,IND,13
General Election,100,7,IND,31
General Election,100,7,IND,24
General Election,100,7,IND,24
General Election,100,7,IND,10
General Election,100,7,IND,16
General Election,100,7,IND,91
General Election,100,7,IND,223
General Election,100,7,IND,14
General Election,100,7,IND,45
General Election,100,7,IND,710
General Election,100,7,IND,253
General Election,100,7,IND,16
General Election,100,7,IND,64
General Election,100,7,IND,73
General Election,100,7,IND,7
General Election,100,7,IND,16
General Election,100,7,IND,52
General Election,100,7,IND,58
General Election,100,7,DEM,1867
General Election,100,7,DEM,1752
General Election,100,7,DEM,907
General Election,100,7,DEM,1736
General Election,100,7,DEM,1574
General Election,100,7,DEM,1545
General Election,101,7,REP,50
General Election,101,7,REP,39
General Election,101,7,REP,52
General Election,101,7,LIB,6
General Election,101,7,LIB,19
General Election,101,7,LIB,14
General Election,101,7,IND,1
General Election,101,7,IND,4
General Election,101,7,IND,13
General Election,101,7,IND,9
General Election,101,7,IND,30
General Election,101,7,IND,14
General Election,101,7,IND,154
General Election,101,7,IND,500
General Election,101,7,IND,30
General Election,101,7,IND,7
General Election,101,7,IND,176
General Election,101,7,IND,71
General Election,101,7,IND,15
General Election,101,7,IND,8
General Election,101,7,IND,46
General Election,101,7,IND,15
General Election,101,7,IND,12
General Election,101,7,IND,8
General Election,101,7,IND,26
General Election,101,7,IND,22
General Election,101,7,IND,20
General Election,101,7,IND,8
General Election,101,7,IND,7
General Election,101,7,IND,44
General Election,101,7,IND,116
General Election,101,7,IND,16
General Election,101,7,IND,59
General Election,101,7,DEM,1253
General Election,101,7,DEM,1177
General Election,101,7,DEM,623
General Election,101,7,DEM,1159
General Election,101,7,DEM,1065
General Election,101,7,DEM,1048
General Election,102,7,REP,42
General Election,102,7,REP,31
General Election,102,7,REP,59
General Election,102,7,LIB,6
General Election,102,7,LIB,10
General Election,102,7,LIB,6
General Election,102,7,IND,5
General Election,102,7,IND,10
General Election,102,7,IND,7
General Election,102,7,IND,39
General Election,102,7,IND,16
General Election,102,7,IND,21
General Election,102,7,IND,27
General Election,102,7,IND,38
General Election,102,7,IND,12
General Election,102,7,IND,29
General Election,102,7,IND,31
General Election,102,7,IND,34
General Election,102,7,IND,11
General Election,102,7,IND,26
General Election,102,7,IND,106
General Election,102,7,IND,226
General Election,102,7,IND,15
General Election,102,7,IND,35
General Election,102,7,IND,734
General Election,102,7,IND,261
General Election,102,7,IND,17
General Election,102,7,IND,110
General Election,102,7,IND,76
General Election,102,7,IND,3
General Election,102,7,IND,7
General Election,102,7,IND,28
General Election,102,7,IND,59
General Election,102,7,DEM,1904
General Election,102,7,DEM,1763
General Election,102,7,DEM,906
General Election,102,7,DEM,1726
General Election,102,7,DEM,1577
General Election,102,7,DEM,1494
General Election,103,7,REP,72
General Election,103,7,REP,32
General Election,103,7,REP,61
General Election,103,7,LIB,10
General Election,103,7,LIB,17
General Election,103,7,LIB,10
General Election,103,7,IND,8
General Election,103,7,IND,8
General Election,103,7,IND,32
General Election,103,7,IND,23
General Election,103,7,IND,61
General Election,103,7,IND,15
General Election,103,7,IND,274
General Election,103,7,IND,988
General Election,103,7,IND,59
General Election,103,7,IND,20
General Election,103,7,IND,328
General Election,103,7,IND,146
General Election,103,7,IND,12
General Election,103,7,IND,9
General Election,103,7,IND,68
General Election,103,7,IND,27
General Election,103,7,IND,46
General Election,103,7,IND,14
General Election,103,7,IND,58
General Election,103,7,IND,22
General Election,103,7,IND,43
General Election,103,7,IND,22
General Election,103,7,IND,11
General Election,103,7,IND,69
General Election,103,7,IND,121
General Election,103,7,IND,20
General Election,103,7,IND,84
General Election,103,7,DEM,2494
General Election,103,7,DEM,2320
General Election,103,7,DEM,1230
General Election,103,7,DEM,2294
General Election,103,7,DEM,2101
General Election,103,7,DEM,2032
General Election,104,7,REP,71
General Election,104,7,REP,43
General Election,104,7,REP,92
General Election,104,7,LIB,7
General Election,104,7,LIB,18
General Election,104,7,LIB,6
General Election,104,7,IND,9
General Election,104,7,IND,4
General Election,104,7,IND,17
General Election,104,7,IND,75
General Election,104,7,IND,32
General Election,104,7,IND,42
General Election,104,7,IND,41
General Election,104,7,IND,58
General Election,104,7,IND,11
General Election,104,7,IND,39
General Election,104,7,IND,43
General Election,104,7,IND,60
General Election,104,7,IND,14
General Election,104,7,IND,28
General Election,104,7,IND,140
General Election,104,7,IND,348
General Election,104,7,IND,20
General Election,104,7,IND,66
General Election,104,7,IND,876
General Election,104,7,IND,290
General Election,104,7,IND,21
General Election,104,7,IND,113
General Election,104,7,IND,85
General Election,104,7,IND,7
General Election,104,7,IND,17
General Election,104,7,IND,40
General Election,104,7,IND,81
General Election,104,7,DEM,2394
General Election,104,7,DEM,2176
General Election,104,7,DEM,1168
General Election,104,7,DEM,2207
General Election,104,7,DEM,2002
General Election,104,7,DEM,1977
General Election,105,7,REP,52
General Election,105,7,REP,34
General Election,105,7,REP,62
General Election,105,7,LIB,7
General Election,105,7,LIB,15
General Election,105,7,LIB,3
General Election,105,7,IND,7
General Election,105,7,IND,8
General Election,105,7,IND,21
General Election,105,7,IND,21
General Election,105,7,IND,28
General Election,105,7,IND,11
General Election,105,7,IND,245
General Election,105,7,IND,666
General Election,105,7,IND,34
General Election,105,7,IND,8
General Election,105,7,IND,284
General Election,105,7,IND,121
General Election,105,7,IND,21
General Election,105,7,IND,2
General Election,105,7,IND,34
General Election,105,7,IND,19
General Election,105,7,IND,31
General Election,105,7,IND,3
General Election,105,7,IND,43
General Election,105,7,IND,29
General Election,105,7,IND,40
General Election,105,7,IND,13
General Election,105,7,IND,8
General Election,105,7,IND,71
General Election,105,7,IND,113
General Election,105,7,IND,18
General Election,105,7,IND,87
General Election,105,7,DEM,1872
General Election,105,7,DEM,1769
General Election,105,7,DEM,956
General Election,105,7,DEM,1713
General Election,105,7,DEM,1566
General Election,105,7,DEM,1534
General Election,106,7,REP,59
General Election,106,7,REP,33
General Election,106,7,REP,65
General Election,106,7,LIB,6
General Election,106,7,LIB,27
General Election,106,7,LIB,8
General Election,106,7,IND,5
General Election,106,7,IND,3
General Election,106,7,IND,7
General Election,106,7,IND,64
General Election,106,7,IND,14
General Election,106,7,IND,31
General Election,106,7,IND,22
General Election,106,7,IND,50
General Election,106,7,IND,7
General Election,106,7,IND,23
General Election,106,7,IND,27
General Election,106,7,IND,43
General Election,106,7,IND,8
General Election,106,7,IND,24
General Election,106,7,IND,132
General Election,106,7,IND,267
General Election,106,7,IND,12
General Election,106,7,IND,50
General Election,106,7,IND,784
General Election,106,7,IND,278
General Election,106,7,IND,18
General Election,106,7,IND,109
General Election,106,7,IND,73
General Election,106,7,IND,9
General Election,106,7,IND,16
General Election,106,7,IND,36
General Election,106,7,IND,78
General Election,106,7,DEM,2090
General Election,106,7,DEM,1916
General Election,106,7,DEM,1107
General Election,106,7,DEM,1877
General Election,106,7,DEM,1718
General Election,106,7,DEM,1681
General Election,107,7,REP,35
General Election,107,7,REP,23
General Election,107,7,REP,41
General Election,107,7,LIB,8
General Election,107,7,LIB,8
General Election,107,7,LIB,5
General Election,107,7,IND,6
General Election,107,7,IND,4
General Election,107,7,IND,13
General Election,107,7,IND,15
General Election,107,7,IND,21
General Election,107,7,IND,4
General Election,107,7,IND,145
General Election,107,7,IND,475
General Election,107,7,IND,30
General Election,107,7,IND,16
General Election,107,7,IND,130
General Election,107,7,IND,46
General Election,107,7,IND,18
General Election,107,7,IND,0
General Election,107,7,IND,28
General Election,107,7,IND,19
General Election,107,7,IND,28
General Election,107,7,IND,6
General Election,107,7,IND,38
General Election,107,7,IND,8
General Election,107,7,IND,26
General Election,107,7,IND,2
General Election,107,7,IND,3
General Election,107,7,IND,37
General Election,107,7,IND,39
General Election,107,7,IND,4
General Election,107,7,IND,50
General Election,107,7,DEM,1164
General Election,107,7,DEM,1100
General Election,107,7,DEM,540
General Election,107,7,DEM,1099
General Election,107,7,DEM,978
General Election,107,7,DEM,945
General Election,108,7,REP,25
General Election,108,7,REP,12
General Election,108,7,REP,22
General Election,108,7,LIB,1
General Election,108,7,LIB,9
General Election,108,7,LIB,3
General Election,108,7,IND,4
General Election,108,7,IND,3
General Election,108,7,IND,8
General Election,108,7,IND,22
General Election,108,7,IND,8
General Election,108,7,IND,10
General Election,108,7,IND,16
General Election,108,7,IND,22
General Election,108,7,IND,2
General Election,108,7,IND,16
General Election,108,7,IND,9
General Election,108,7,IND,18
General Election,108,7,IND,4
General Election,108,7,IND,10
General Election,108,7,IND,69
General Election,108,7,IND,170
General Election,108,7,IND,5
General Election,108,7,IND,23
General Election,108,7,IND,300
General Election,108,7,IND,145
General Election,108,7,IND,2
General Election,108,7,IND,99
General Election,108,7,IND,20
General Election,108,7,IND,7
General Election,108,7,IND,11
General Election,108,7,IND,11
General Election,108,7,IND,48
General Election,108,7,DEM,903
General Election,108,7,DEM,828
General Election,108,7,DEM,489
General Election,108,7,DEM,815
General Election,108,7,DEM,751
General Election,108,7,DEM,715
General Election,109,7,REP,14
General Election,109,7,REP,14
General Election,109,7,REP,25
General Election,109,7,LIB,1
General Election,109,7,LIB,6
General Election,109,7,LIB,5
General Election,109,7,IND,1
General Election,109,7,IND,0
General Election,109,7,IND,12
General Election,109,7,IND,8
General Election,109,7,IND,25
General Election,109,7,IND,6
General Election,109,7,IND,139
General Election,109,7,IND,300
General Election,109,7,IND,35
General Election,109,7,IND,1
General Election,109,7,IND,133
General Election,109,7,IND,57
General Election,109,7,IND,8
General Election,109,7,IND,2
General Election,109,7,IND,16
General Election,109,7,IND,10
General Election,109,7,IND,14
General Election,109,7,IND,1
General Election,109,7,IND,18
General Election,109,7,IND,15
General Election,109,7,IND,11
General Election,109,7,IND,12
General Election,109,7,IND,10
General Election,109,7,IND,14
General Election,109,7,IND,86
General Election,109,7,IND,6
General Election,109,7,IND,27
General Election,109,7,DEM,815
General Election,109,7,DEM,744
General Election,109,7,DEM,450
General Election,109,7,DEM,732
General Election,109,7,DEM,697
General Election,109,7,DEM,676
General Election,110,7,REP,84
General Election,110,7,REP,42
General Election,110,7,REP,91
General Election,110,7,LIB,2
General Election,110,7,LIB,13
General Election,110,7,LIB,14
General Election,110,7,IND,7
General Election,110,7,IND,6
General Election,110,7,IND,28
General Election,110,7,IND,58
General Election,110,7,IND,35
General Election,110,7,IND,37
General Election,110,7,IND,38
General Election,110,7,IND,92
General Election,110,7,IND,14
General Election,110,7,IND,51
General Election,110,7,IND,29
General Election,110,7,IND,67
General Election,110,7,IND,14
General Election,110,7,IND,28
General Election,110,7,IND,187
General Election,110,7,IND,464
General Election,110,7,IND,15
General Election,110,7,IND,69
General Election,110,7,IND,1070
General Election,110,7,IND,422
General Election,110,7,IND,42
General Election,110,7,IND,197
General Election,110,7,IND,84
General Election,110,7,IND,17
General Election,110,7,IND,35
General Election,110,7,IND,45
General Election,110,7,IND,119
General Election,110,7,DEM,2952
General Election,110,7,DEM,2753
General Election,110,7,DEM,1540
General Election,110,7,DEM,2717
General Election,110,7,DEM,2462
General Election,110,7,DEM,2368
General Election,111,7,REP,63
General Election,111,7,REP,34
General Election,111,7,REP,59
General Election,111,7,LIB,9
General Election,111,7,LIB,13
General Election,111,7,LIB,11
General Election,111,7,IND,10
General Election,111,7,IND,7
General Election,111,7,IND,22
General Election,111,7,IND,16
General Election,111,7,IND,35
General Election,111,7,IND,11
General Election,111,7,IND,247
General Election,111,7,IND,725
General Election,111,7,IND,49
General Election,111,7,IND,14
General Election,111,7,IND,228
General Election,111,7,IND,107
General Election,111,7,IND,22
General Election,111,7,IND,7
General Election,111,7,IND,54
General Election,111,7,IND,13
General Election,111,7,IND,41
General Election,111,7,IND,5
General Election,111,7,IND,47
General Election,111,7,IND,15
General Election,111,7,IND,37
General Election,111,7,IND,14
General Election,111,7,IND,8
General Election,111,7,IND,69
General Election,111,7,IND,101
General Election,111,7,IND,13
General Election,111,7,IND,81
General Election,111,7,DEM,1845
General Election,111,7,DEM,1736
General Election,111,7,DEM,922
General Election,111,7,DEM,1709
General Election,111,7,DEM,1540
General Election,111,7,DEM,1486
General Election,113,7,REP,60
General Election,113,7,REP,45
General Election,113,7,REP,54
General Election,113,7,LIB,7
General Election,113,7,LIB,27
General Election,113,7,LIB,12
General Election,113,7,IND,3
General Election,113,7,IND,3
General Election,113,7,IND,17
General Election,113,7,IND,20
General Election,113,7,IND,34
General Election,113,7,IND,8
General Election,113,7,IND,307
General Election,113,7,IND,652
General Election,113,7,IND,50
General Election,113,7,IND,7
General Election,113,7,IND,330
General Election,113,7,IND,149
General Election,113,7,IND,22
General Election,113,7,IND,9
General Election,113,7,IND,39
General Election,113,7,IND,19
General Election,113,7,IND,21
General Election,113,7,IND,7
General Election,113,7,IND,43
General Election,113,7,IND,18
General Election,113,7,IND,31
General Election,113,7,IND,22
General Election,113,7,IND,12
General Election,113,7,IND,46
General Election,113,7,IND,123
General Election,113,7,IND,12
General Election,113,7,IND,58
General Election,113,7,DEM,1810
General Election,113,7,DEM,1661
General Election,113,7,DEM,838
General Election,113,7,DEM,1632
General Election,113,7,DEM,1517
General Election,113,7,DEM,1458
General Election,132,7,REP,39
General Election,132,7,REP,22
General Election,132,7,REP,52
General Election,132,7,LIB,6
General Election,132,7,LIB,12
General Election,132,7,LIB,4
General Election,132,7,IND,8
General Election,132,7,IND,1
General Election,132,7,IND,5
General Election,132,7,IND,25
General Election,132,7,IND,15
General Election,132,7,IND,17
General Election,132,7,IND,17
General Election,132,7,IND,31
General Election,132,7,IND,7
General Election,132,7,IND,20
General Election,132,7,IND,13
General Election,132,7,IND,36
General Election,132,7,IND,11
General Election,132,7,IND,19
General Election,132,7,IND,83
General Election,132,7,IND,173
General Election,132,7,IND,13
General Election,132,7,IND,29
General Election,132,7,IND,632
General Election,132,7,IND,159
General Election,132,7,IND,8
General Election,132,7,IND,76
General Election,132,7,IND,54
General Election,132,7,IND,5
General Election,132,7,IND,12
General Election,132,7,IND,27
General Election,132,7,IND,51
General Election,132,7,DEM,1476
General Election,132,7,DEM,1386
General Election,132,7,DEM,728
General Election,132,7,DEM,1373
General Election,132,7,DEM,1247
General Election,132,7,DEM,1219
General Election,112,8,REP,47
General Election,112,8,REP,33
General Election,112,8,REP,29
General Election,112,8,REP,58
General Election,112,8,LIB,5
General Election,112,8,LIB,9
General Election,112,8,LIB,6
General Election,112,8,IND,9
General Election,112,8,IND,1
General Election,112,8,IND,8
General Election,112,8,IND,38
General Election,112,8,IND,12
General Election,112,8,IND,20
General Election,112,8,IND,16
General Election,112,8,IND,24
General Election,112,8,IND,12
General Election,112,8,IND,20
General Election,112,8,IND,20
General Election,112,8,IND,34
General Election,112,8,IND,3
General Election,112,8,IND,19
General Election,112,8,IND,115
General Election,112,8,IND,157
General Election,112,8,IND,13
General Election,112,8,IND,38
General Election,112,8,IND,634
General Election,112,8,IND,189
General Election,112,8,IND,16
General Election,112,8,IND,62
General Election,112,8,IND,46
General Election,112,8,IND,6
General Election,112,8,IND,16
General Election,112,8,IND,25
General Election,112,8,IND,380
General Election,112,8,IND,49
General Election,112,8,IND,65
General Election,112,8,DEM,1547
General Election,112,8,DEM,1451
General Election,112,8,DEM,742
General Election,112,8,DEM,1121
General Election,112,8,DEM,1280
General Election,112,8,DEM,1203
General Election,114,8,REP,87
General Election,114,8,REP,51
General Election,114,8,REP,41
General Election,114,8,REP,81
General Election,114,8,LIB,6
General Election,114,8,LIB,26
General Election,114,8,LIB,11
General Election,114,8,IND,18
General Election,114,8,IND,18
General Election,114,8,IND,11
General Election,114,8,IND,48
General Election,114,8,IND,37
General Election,114,8,IND,38
General Election,114,8,IND,20
General Election,114,8,IND,33
General Election,114,8,IND,9
General Election,114,8,IND,32
General Election,114,8,IND,35
General Election,114,8,IND,28
General Election,114,8,IND,7
General Election,114,8,IND,26
General Election,114,8,IND,207
General Election,114,8,IND,315
General Election,114,8,IND,25
General Election,114,8,IND,57
General Election,114,8,IND,781
General Election,114,8,IND,329
General Election,114,8,IND,18
General Election,114,8,IND,126
General Election,114,8,IND,72
General Election,114,8,IND,12
General Election,114,8,IND,24
General Election,114,8,IND,20
General Election,114,8,IND,82
General Election,114,8,IND,519
General Election,114,8,IND,74
General Election,114,8,DEM,2125
General Election,114,8,DEM,1987
General Election,114,8,DEM,1008
General Election,114,8,DEM,1552
General Election,114,8,DEM,1773
General Election,114,8,DEM,1746
General Election,115,8,REP,41
General Election,115,8,REP,21
General Election,115,8,REP,20
General Election,115,8,REP,52
General Election,115,8,LIB,9
General Election,115,8,LIB,5
General Election,115,8,LIB,6
General Election,115,8,IND,10
General Election,115,8,IND,10
General Election,115,8,IND,22
General Election,115,8,IND,18
General Election,115,8,IND,30
General Election,115,8,IND,9
General Election,115,8,IND,159
General Election,115,8,IND,593
General Election,115,8,IND,28
General Election,115,8,IND,13
General Election,115,8,IND,150
General Election,115,8,IND,90
General Election,115,8,IND,24
General Election,115,8,IND,3
General Election,115,8,IND,18
General Election,115,8,IND,19
General Election,115,8,IND,20
General Election,115,8,IND,5
General Election,115,8,IND,27
General Election,115,8,IND,16
General Election,115,8,IND,18
General Election,115,8,IND,13
General Election,115,8,IND,3
General Election,115,8,IND,55
General Election,115,8,IND,37
General Election,115,8,IND,11
General Election,115,8,IND,176
General Election,115,8,IND,25
General Election,115,8,IND,58
General Election,115,8,DEM,1463
General Election,115,8,DEM,1389
General Election,115,8,DEM,760
General Election,115,8,DEM,1287
General Election,115,8,DEM,1250
General Election,115,8,DEM,1208
General Election,116,8,REP,66
General Election,116,8,REP,34
General Election,116,8,REP,45
General Election,116,8,REP,94
General Election,116,8,LIB,13
General Election,116,8,LIB,13
General Election,116,8,LIB,7
General Election,116,8,IND,16
General Election,116,8,IND,13
General Election,116,8,IND,11
General Election,116,8,IND,53
General Election,116,8,IND,26
General Election,116,8,IND,26
General Election,116,8,IND,21
General Election,116,8,IND,45
General Election,116,8,IND,11
General Election,116,8,IND,54
General Election,116,8,IND,25
General Election,116,8,IND,35
General Election,116,8,IND,9
General Election,116,8,IND,46
General Election,116,8,IND,175
General Election,116,8,IND,334
General Election,116,8,IND,26
General Election,116,8,IND,60
General Election,116,8,IND,966
General Election,116,8,IND,296
General Election,116,8,IND,17
General Election,116,8,IND,66
General Election,116,8,IND,75
General Election,116,8,IND,5
General Election,116,8,IND,13
General Election,116,8,IND,34
General Election,116,8,IND,70
General Election,116,8,IND,253
General Election,116,8,IND,82
General Election,116,8,DEM,2420
General Election,116,8,DEM,2262
General Election,116,8,DEM,1127
General Election,116,8,DEM,2125
General Election,116,8,DEM,2036
General Election,116,8,DEM,1979
General Election,117,8,REP,58
General Election,117,8,REP,33
General Election,117,8,REP,29
General Election,117,8,REP,70
General Election,117,8,LIB,4
General Election,117,8,LIB,12
General Election,117,8,LIB,8
General Election,117,8,IND,14
General Election,117,8,IND,5
General Election,117,8,IND,22
General Election,117,8,IND,11
General Election,117,8,IND,40
General Election,117,8,IND,8
General Election,117,8,IND,223
General Election,117,8,IND,634
General Election,117,8,IND,52
General Election,117,8,IND,17
General Election,117,8,IND,227
General Election,117,8,IND,113
General Election,117,8,IND,15
General Election,117,8,IND,10
General Election,117,8,IND,23
General Election,117,8,IND,31
General Election,117,8,IND,27
General Election,117,8,IND,4
General Election,117,8,IND,24
General Election,117,8,IND,20
General Election,117,8,IND,29
General Election,117,8,IND,11
General Election,117,8,IND,3
General Election,117,8,IND,46
General Election,117,8,IND,64
General Election,117,8,IND,9
General Election,117,8,IND,199
General Election,117,8,IND,36
General Election,117,8,IND,60
General Election,117,8,DEM,1585
General Election,117,8,DEM,1485
General Election,117,8,DEM,713
General Election,117,8,DEM,1375
General Election,117,8,DEM,1340
General Election,117,8,DEM,1325
General Election,118,8,REP,53
General Election,118,8,REP,38
General Election,118,8,REP,28
General Election,118,8,REP,56
General Election,118,8,LIB,12
General Election,118,8,LIB,14
General Election,118,8,LIB,8
General Election,118,8,IND,5
General Election,118,8,IND,9
General Election,118,8,IND,7
General Election,118,8,IND,40
General Election,118,8,IND,21
General Election,118,8,IND,31
General Election,118,8,IND,19
General Election,118,8,IND,33
General Election,118,8,IND,5
General Election,118,8,IND,24
General Election,118,8,IND,37
General Election,118,8,IND,31
General Election,118,8,IND,10
General Election,118,8,IND,25
General Election,118,8,IND,137
General Election,118,8,IND,278
General Election,118,8,IND,17
General Election,118,8,IND,47
General Election,118,8,IND,733
General Election,118,8,IND,263
General Election,118,8,IND,6
General Election,118,8,IND,49
General Election,118,8,IND,68
General Election,118,8,IND,8
General Election,118,8,IND,14
General Election,118,8,IND,27
General Election,118,8,IND,54
General Election,118,8,IND,266
General Election,118,8,IND,64
General Election,118,8,DEM,1903
General Election,118,8,DEM,1776
General Election,118,8,DEM,930
General Election,118,8,DEM,1603
General Election,118,8,DEM,1623
General Election,118,8,DEM,1602
General Election,119,8,REP,70
General Election,119,8,REP,39
General Election,119,8,REP,34
General Election,119,8,REP,71
General Election,119,8,LIB,7
General Election,119,8,LIB,18
General Election,119,8,LIB,10
General Election,119,8,IND,10
General Election,119,8,IND,8
General Election,119,8,IND,26
General Election,119,8,IND,14
General Election,119,8,IND,37
General Election,119,8,IND,8
General Election,119,8,IND,206
General Election,119,8,IND,556
General Election,119,8,IND,40
General Election,119,8,IND,18
General Election,119,8,IND,243
General Election,119,8,IND,127
General Election,119,8,IND,23
General Election,119,8,IND,9
General Election,119,8,IND,27
General Election,119,8,IND,19
General Election,119,8,IND,30
General Election,119,8,IND,8
General Election,119,8,IND,24
General Election,119,8,IND,18
General Election,119,8,IND,22
General Election,119,8,IND,7
General Election,119,8,IND,4
General Election,119,8,IND,34
General Election,119,8,IND,72
General Election,119,8,IND,10
General Election,119,8,IND,238
General Election,119,8,IND,60
General Election,119,8,IND,76
General Election,119,8,DEM,1519
General Election,119,8,DEM,1429
General Election,119,8,DEM,725
General Election,119,8,DEM,1235
General Election,119,8,DEM,1287
General Election,119,8,DEM,1279
General Election,120,8,REP,52
General Election,120,8,REP,36
General Election,120,8,REP,34
General Election,120,8,REP,61
General Election,120,8,LIB,10
General Election,120,8,LIB,22
General Election,120,8,LIB,10
General Election,120,8,IND,14
General Election,120,8,IND,9
General Election,120,8,IND,7
General Election,120,8,IND,27
General Election,120,8,IND,16
General Election,120,8,IND,23
General Election,120,8,IND,11
General Election,120,8,IND,35
General Election,120,8,IND,8
General Election,120,8,IND,24
General Election,120,8,IND,27
General Election,120,8,IND,23
General Election,120,8,IND,2
General Election,120,8,IND,19
General Election,120,8,IND,167
General Election,120,8,IND,239
General Election,120,8,IND,20
General Election,120,8,IND,35
General Election,120,8,IND,571
General Election,120,8,IND,234
General Election,120,8,IND,8
General Election,120,8,IND,56
General Election,120,8,IND,50
General Election,120,8,IND,5
General Election,120,8,IND,7
General Election,120,8,IND,22
General Election,120,8,IND,86
General Election,120,8,IND,239
General Election,120,8,IND,62
General Election,120,8,DEM,1569
General Election,120,8,DEM,1461
General Election,120,8,DEM,725
General Election,120,8,DEM,1265
General Election,120,8,DEM,1320
General Election,120,8,DEM,1288
General Election,121,8,REP,62
General Election,121,8,REP,49
General Election,121,8,REP,35
General Election,121,8,REP,93
General Election,121,8,LIB,12
General Election,121,8,LIB,19
General Election,121,8,LIB,15
General Election,121,8,IND,5
General Election,121,8,IND,18
General Election,121,8,IND,30
General Election,121,8,IND,17
General Election,121,8,IND,44
General Election,121,8,IND,11
General Election,121,8,IND,315
General Election,121,8,IND,1028
General Election,121,8,IND,52
General Election,121,8,IND,22
General Election,121,8,IND,253
General Election,121,8,IND,202
General Election,121,8,IND,46
General Election,121,8,IND,8
General Election,121,8,IND,34
General Election,121,8,IND,36
General Election,121,8,IND,39
General Election,121,8,IND,9
General Election,121,8,IND,41
General Election,121,8,IND,18
General Election,121,8,IND,33
General Election,121,8,IND,13
General Election,121,8,IND,3
General Election,121,8,IND,66
General Election,121,8,IND,56
General Election,121,8,IND,13
General Election,121,8,IND,321
General Election,121,8,IND,80
General Election,121,8,IND,98
General Election,121,8,DEM,2480
General Election,121,8,DEM,2330
General Election,121,8,DEM,1196
General Election,121,8,DEM,2103
General Election,121,8,DEM,2078
General Election,121,8,DEM,1988
General Election,122,8,REP,40
General Election,122,8,REP,35
General Election,122,8,REP,35
General Election,122,8,REP,50
General Election,122,8,LIB,1
General Election,122,8,LIB,15
General Election,122,8,LIB,2
General Election,122,8,IND,5
General Election,122,8,IND,7
General Election,122,8,IND,7
General Election,122,8,IND,26
General Election,122,8,IND,18
General Election,122,8,IND,14
General Election,122,8,IND,15
General Election,122,8,IND,24
General Election,122,8,IND,5
General Election,122,8,IND,15
General Election,122,8,IND,16
General Election,122,8,IND,17
General Election,122,8,IND,5
General Election,122,8,IND,12
General Election,122,8,IND,157
General Election,122,8,IND,193
General Election,122,8,IND,13
General Election,122,8,IND,34
General Election,122,8,IND,500
General Election,122,8,IND,157
General Election,122,8,IND,7
General Election,122,8,IND,47
General Election,122,8,IND,42
General Election,122,8,IND,4
General Election,122,8,IND,7
General Election,122,8,IND,16
General Election,122,8,IND,46
General Election,122,8,IND,186
General Election,122,8,IND,45
General Election,122,8,DEM,1276
General Election,122,8,DEM,1183
General Election,122,8,DEM,595
General Election,122,8,DEM,1043
General Election,122,8,DEM,1066
General Election,122,8,DEM,1038
General Election,123,8,REP,130
General Election,123,8,REP,106
General Election,123,8,REP,115
General Election,123,8,REP,137
General Election,123,8,LIB,22
General Election,123,8,LIB,56
General Election,123,8,LIB,34
General Election,123,8,IND,5
General Election,123,8,IND,6
General Election,123,8,IND,37
General Election,123,8,IND,27
General Election,123,8,IND,45
General Election,123,8,IND,28
General Election,123,8,IND,235
General Election,123,8,IND,635
General Election,123,8,IND,53
General Election,123,8,IND,21
General Election,123,8,IND,335
General Election,123,8,IND,183
General Election,123,8,IND,27
General Election,123,8,IND,10
General Election,123,8,IND,28
General Election,123,8,IND,35
General Election,123,8,IND,31
General Election,123,8,IND,13
General Election,123,8,IND,39
General Election,123,8,IND,27
General Election,123,8,IND,34
General Election,123,8,IND,13
General Election,123,8,IND,3
General Election,123,8,IND,72
General Election,123,8,IND,50
General Election,123,8,IND,11
General Election,123,8,IND,263
General Election,123,8,IND,71
General Election,123,8,IND,104
General Election,123,8,DEM,1818
General Election,123,8,DEM,1663
General Election,123,8,DEM,839
General Election,123,8,DEM,1460
General Election,123,8,DEM,1556
General Election,123,8,DEM,1500
General Election,124,8,REP,44
General Election,124,8,REP,35
General Election,124,8,REP,33
General Election,124,8,REP,72
General Election,124,8,LIB,3
General Election,124,8,LIB,17
General Election,124,8,LIB,10
General Election,124,8,IND,11
General Election,124,8,IND,6
General Election,124,8,IND,10
General Election,124,8,IND,29
General Election,124,8,IND,21
General Election,124,8,IND,24
General Election,124,8,IND,22
General Election,124,8,IND,36
General Election,124,8,IND,6
General Election,124,8,IND,20
General Election,124,8,IND,36
General Election,124,8,IND,40
General Election,124,8,IND,8
General Election,124,8,IND,33
General Election,124,8,IND,180
General Election,124,8,IND,234
General Election,124,8,IND,22
General Election,124,8,IND,32
General Election,124,8,IND,750
General Election,124,8,IND,225
General Election,124,8,IND,11
General Election,124,8,IND,69
